"REF_DATE","GEO","DGUID","Labour force characteristics","Educational attainment","Gender","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2024","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","4.9","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Men+","25 years and over","Percent","239","units","0","v2583449","1.8.6.2.3","5.6","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","5.1","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","5.2","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","5.1","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","4.6","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","4.2","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","7.8","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","6.7","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","4.2","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","4.1","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","4.4","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Postsecondary certificate or diploma","Women+","25 years and over","Percent","239","units","0","v2584259","1.8.6.3.3","4.8","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","4.6","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","4.8","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","4.4","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","4.1","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","3.9","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","6.3","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","4.8","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","3.7","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","3.9","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","4.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","University degree","Total - Gender","25 years and over","Percent","239","units","0","v2582640","1.8.7.1.3","5.0","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.6","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.8","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.3","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.0","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.0","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","6.1","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.9","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","3.5","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","3.9","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","University degree","Men+","25 years and over","Percent","239","units","0","v2583450","1.8.7.2.3","4.9","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","4.7","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","4.8","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","4.4","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","4.2","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","3.9","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","6.6","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","4.8","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","3.8","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","3.9","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","4.8","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","University degree","Women+","25 years and over","Percent","239","units","0","v2584260","1.8.7.3.3","5.1","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.5","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.7","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.4","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.1","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.0","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","6.5","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","5.0","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","3.8","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.0","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","4.8","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582641","1.8.8.1.3","5.0","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.6","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.8","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.4","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.1","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.0","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","6.5","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","5.0","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","3.7","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.1","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.9","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583451","1.8.8.2.3","4.9","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","4.5","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","4.7","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","4.5","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","4.1","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","4.0","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","6.5","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","5.0","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","3.9","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","3.9","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","4.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584261","1.8.8.3.3","5.2","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","4.9","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","5.1","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","4.2","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","4.2","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","3.9","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","6.0","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","4.5","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","3.5","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","3.8","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","4.7","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Total - Gender","25 years and over","Percent","239","units","0","v2582642","1.8.9.1.3","4.9","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","4.8","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","5.0","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","4.1","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","3.8","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","4.1","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","5.2","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","4.5","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","3.2","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","3.5","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","4.2","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Men+","25 years and over","Percent","239","units","0","v2583452","1.8.9.2.3","4.8","","","","1"
"2015","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","5.0","","","","1"
"2016","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","5.2","","","","1"
"2017","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","4.4","","","","1"
"2018","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","4.5","","","","1"
"2019","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","3.7","","","","1"
"2020","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","6.7","","","","1"
"2021","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","4.4","","","","1"
"2022","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","3.7","","","","1"
"2023","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","4.0","","","","1"
"2024","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","5.1","","","","1"
"2025","Canada","2021A000011124","Unemployment rate","Above bachelor's degree","Women+","25 years and over","Percent","239","units","0","v2584262","1.8.9.3.3","5.1","","","","1"
"2015","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","66.2","","","","1"
"2016","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","66.0","","","","1"
"2017","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","66.1","","","","1"
"2018","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","65.9","","","","1"
"2019","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","66.0","","","","1"
"2020","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","64.7","","","","1"
"2021","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","65.7","","","","1"
"2022","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","65.5","","","","1"
"2023","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","65.9","","","","1"
"2024","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","65.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","Total, all education levels","Total - Gender","25 years and over","Percent","239","units","0","v2582643","1.9.1.1.3","65.7","","","","1"
"2015","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","72.0","","","","1"
"2016","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","71.7","","","","1"
"2017","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","71.6","","","","1"
"2018","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","71.2","","","","1"
"2019","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","71.5","","","","1"
"2020","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","70.2","","","","1"
"2021","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","71.0","","","","1"
"2022","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","70.5","","","","1"
"2023","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","70.9","","","","1"
"2024","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","70.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","Total, all education levels","Men+","25 years and over","Percent","239","units","0","v2583453","1.9.1.2.3","70.7","","","","1"
"2015","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.6","","","","1"
"2016","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.5","","","","1"
"2017","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.8","","","","1"
"2018","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.8","","","","1"
"2019","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.8","","","","1"
"2020","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","59.4","","","","1"
"2021","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.5","","","","1"
"2022","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.7","","","","1"
"2023","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","61.1","","","","1"
"2024","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","Total, all education levels","Women+","25 years and over","Percent","239","units","0","v2584263","1.9.1.3.3","60.8","","","","1"
"2015","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","61.5","","","","1"
"2016","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","61.1","","","","1"
"2017","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","61.0","","","","1"
"2018","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","59.7","","","","1"
"2019","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","59.3","","","","1"
"2020","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","57.4","","","","1"
"2021","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","56.8","","","","1"
"2022","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","57.2","","","","1"
"2023","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","57.2","","","","1"
"2024","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","56.1","","","","1"
"2025","Canada","2021A000011124","Participation rate","High school graduate","Total - Gender","25 years and over","Percent","239","units","0","v2582646","1.9.4.1.3","56.1","","","","1"
"2015","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","71.0","","","","1"
"2016","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","70.9","","","","1"
"2017","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","70.9","","","","1"
"2018","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","69.2","","","","1"
"2019","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","69.4","","","","1"
"2020","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","67.8","","","","1"
"2021","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","66.7","","","","1"
"2022","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","67.2","","","","1"
"2023","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","67.0","","","","1"
"2024","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","66.9","","","","1"
"2025","Canada","2021A000011124","Participation rate","High school graduate","Men+","25 years and over","Percent","239","units","0","v2583456","1.9.4.2.3","66.3","","","","1"
"2015","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","52.4","","","","1"
"2016","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","51.8","","","","1"
"2017","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","51.6","","","","1"
"2018","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","50.5","","","","1"
"2019","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","49.4","","","","1"
"2020","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","47.1","","","","1"
"2021","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","46.9","","","","1"
"2022","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","47.1","","","","1"
"2023","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","47.2","","","","1"
"2024","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","45.1","","","","1"
"2025","Canada","2021A000011124","Participation rate","High school graduate","Women+","25 years and over","Percent","239","units","0","v2584266","1.9.4.3.3","45.4","","","","1"
"2015","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","66.4","","","","1"
"2016","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","65.4","","","","1"
"2017","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","65.2","","","","1"
"2018","Canada","2021A000011124","Participation rate","Some postsecondary","Total - Gender","25 years and over","Percent","239","units","0","v2582647","1.9.5.1.3","64.6","","","","1"
